1, 1.00
2, 1.00
3, 1.00
4, 1.00
5, 1.00
6, 1.00
7, 1.00
8, 1.00
9, 1.00
10, 1.00
11, 1.00
12, 1.00
13, 0.96
14, 0.91
15, 0.86
16, 0.81
17, 0.76
18, 0.71
19, 0.67
20, 0.62
21, 0.58
22, 0.54
23, 0.50
24, 0.46
25, 0.42
26, 0.38
27, 0.35
28, 0.31
29, 0.28
30, 0.24
31, 0.21
32, 0.18
33, 0.15
34, 0.12
35, 0.09
36, 0.06
37, 0.03
38, 0.00
39, 0.00
40, 0.00
41, 0.00
42, 0.00
43, 0.00
44, 0.00
45, 0.00
46, 0.00
47, 0.00
48, 0.00
49, 0.00
50, 0.00
