1
1
1
1
1
1
1
1
1
1
1
1
.96
.91
.86
.81
.76
.71
.67
.62
.58
.54
.5
.46
.42
.38
.35
.31
.28
.24
.21
.18
.15
.12
.09
.06
.03























